BookTitle,ISBN,authors,Summary,ISBN13,Rating,RatingCount
skinwalker,451462807,faith hunter,"first in a brand new series from the author of the rogue mage novelsjane yellowrock is a supernatural skinwalker--one sharing her body with the soul of a mountain lion. when the rogue-vampire hunter is hired to hunt down a particularly nasty vamp, jane is drawn into the steamy new orleans vampire society where she learns the ins-and-outs of the ""sane"" vampire culture, more about her own cherokee heritage, and we are drawn into a rousing, fast-paced thriller.",9780451462800.0,3.8,215
high-rise,871404028,j.g. ballard,"from the author of ‘crash’ and ‘cocaine nights’ comes an unnerving tale of life in a modern tower block running out of control.within the concealing walls of an elegant forty-storey tower block, the affluent tenants are hell-bent on an orgy of destruction. cocktail parties degenerate into marauding attacks on ‘enemy’ floors and the once-luxurious amenities become an arena for riots and technological mayhem.in this visionary tale of urban disillusionment society slips into a violent reverse as the isolated inhabitants of the high-rise, driven by primal urges, create a dystopian world ruled by the laws of the jungle.this edition is part of a new commemorative series of ballard’s works, featuring introductions from a number of his admirers (including iain sinclair, ali smith, neil gaiman and martin amis) and brand-new cover designs.",9780871404020.0,3.6099290780141846,141
dawn,006074457X,erin hunter,"lilith iyapo has just lost her husband and son when atomic fire consumes earth—the last stage of the planet’s final war. hundreds of years later lilith awakes, deep in the hold of a massive alien spacecraft piloted by the oankali—who arrived just in time to save humanity from extinction. they have kept lilith and other survivors asleep for centuries, as they learned whatever they could about earth. now it is time for lilith to lead them back to her home world, but life among the oankali on the newly resettled planet will be nothing like it was before.the oankali survive by genetically merging with primitive civilizations—whether their new hosts like it or not. for the first time since the nuclear holocaust, earth will be inhabited. grass will grow, animals will run, and people will learn to survive the planet’s untamed wilderness. but their children will not be human. not exactly.",9780060744570.0,3.990228013029316,614
all the weyrs of pern,345419359,anne mccaffrey,"for generations, the dragonriders had dedicated their lives to fighting thread, the dreaded spores that periodically rained from the sky to ravage the land. on the backs of their magnificent telepathic dragons they flew to flame the deadly stuff out of the air before it could reach the planet's surface. but the greatest dream of the dragon riders was to find a way to eradicate thread completely, so that never again would their beloved pern be threatened with destruction.now, for the first time, it looked as if that dream could come true. for when the people of pern, led by masterharper robinton and f'lar and lessa, weyrleader and weyrwoman of benden weyr, excavated the ancient remains of the planet's original settlement, they uncovered the colonist's voice-activated artificial intelligence system - which still functioned! and the computer had incredible news for them: there was a chance - a good chance - that they could, at long last, annihilate thread once and for all!",9780345419350.0,4.003937007874016,254
black powder war,345481305,naomi novik,"picking up where book two left off (in china, macau) captain will laurence and his extraordinary dragon, temeraire, are ordered to retrieve and escort a precious cargo of valuable dragon eggs from istanbul to england. they take the old silk road from china to istanbul, crossing deserts and mountains. en route to england, they help the beleaguered prussians battle napoleon.",9780345481310.0,3.767543859649123,228
the temporal void,1405088834,peter f. hamilton,"the intersolar commonwealth is in turmoil as the living dream's deadline for launching its pilgrimage into the void draws closer. not only is the ocisen empire fleet fast approaching on a mission of genocide, but also an internecine war has broken out between the post-human factions over the destiny of humanity.countering the various and increasingly desperate agents and factions is paula myo, a ruthlessly single-minded investigator, beset by foes from her distant past and colleagues of dubious allegiance...but she is fast losing a race against time.at the heart of all this is edeard the waterwalker, who once lived a long time ago deep inside the void. he is the messiah of living dream, and visions of his life are shared by, and inspire billions of humans. it is his glorious, captivating story that is the driving force behind living dream's pilgrimage, a force that is too strong to be thwarted. as edeard nears his final victory the true nature of the void is finally revealed.",9781405088830.0,4.151162790697675,172
storm,758272812,brigid kemmerer,"earth, fire, air, water – they have more power than you dream.ever since her ex-boyfriend spread those lies about her, becca chandler is suddenly getting all the guys—all the ones she doesn't want. then she saves chris merrick from a beating in the school parking lot. chris is different. way different: he can control water—just like his brothers can control fire, wind, and earth. they’re powerful. dangerous. marked for death.and now that she knows the truth, so is becca.secrets are hard to keep when your life’s at stake. when hunter, the mysterious new kid around school, turns up with a talent for being in the wrong place at the right time, becca thinks she can trust him. but then hunter goes head-to-head with chris, and becca wonders who’s hiding the most dangerous truth of all.the storm is coming . . .",9780758272810.0,3.873684210526316,190
infected,307406105,scott sigler,"across america a mysterious disease is turning ordinary people into raving, paranoid murderers who inflict brutal horrors on strangers, themselves, and even their own families. working under the government’s shroud of secrecy, cia operative dew phillips crisscrosses the country trying in vain to capture a live victim. with only decomposing corpses for clues, cdc epidemiologist margaret montoya races to analyze the science behind this deadly contagion. she discovers that these killers all have one thing in common – they’ve been contaminated by a bioengineered parasite, shaped by a complexity far beyond the limits of known science.meanwhile perry dawsey – a hulking former football star now resigned to life as a cubicle-bound desk jockey – awakens one morning to find several mysterious welts growing on his body. soon perry finds himself acting and thinking strangely, hearing voices . . . he is infected. the fate of the human race may well depend on the bloody war perry must wage with his own body, because the parasites want something from him, something that goes beyond mere murder.",9780307406100.0,3.7309941520467835,171
shadows,1620610086,jennifer l. armentrout,"they call it the academy. a secluded, cliff-top mansion overlooking the rugged pacific coast. a school for children gifted -- or cursed -- with extraordinary minds. children soon to come under the influence of an intelligence even more brilliant than their own -- and unspeakably evil. for within this mind a dark plan is taking form. a plan so horrifying, no one will believe it. no one but the children. and for them it is already too late. too late, unless one young student can resist the seductive invitation that will lead... into the ""shadows."" ""saul has the instincts of a natural storyteller."" -- ""people""",9781620610080.0,4.1923076923076925,234
pathfinder,141699176X,orson scott card,"a powerful secret. a dangerous path. rigg is well trained at keeping secrets. only his father knows the truth about rigg's strange talent for seeing the paths of people's pasts. but when his father dies, rigg is stunned to learn just how many secrets father had kept from him--secrets about rigg's own past, his identity, and his destiny. and when rigg discovers that he has the power not only to see the past, but also to change it, his future suddenly becomes anything but certain. rigg’s birthright sets him on a path that leaves him caught between two factions, one that wants him crowned and one that wants him dead. he will be forced to question everything he thinks he knows, choose who to trust, and push the limits of his talent…or forfeit control of his destiny.",9781416991760.0,3.9421487603305785,242
queen of the darkness,451456734,anne bishop,"librarian's note: see alternate cover edition of isbn 0451456734 here.jaenelle angelline now reigns as queen-protector of the shadow realm. no longer will the corrupt blood slaughter her people and defile her lands. but where one chapter ends, a final, unseen battle remains to be written, and jaenelle must unleash the terrible power that is witch to destroy her enemies once and for all.even so, she cannot stand alone. somewhere, long lost in madness, is daemon, her promised consort. only his unyielding love can complete her court and secure her reign. yet, even together, their strength may not be enough to hold back the most malevolent of forces.",9780451456730.0,4.2727272727272725,198
the sword in the stone,000675399X,t.h. white,"here's another classic disney story as disney retells the magical story of ""the sword in the stone"".",9780006754000.0,3.988721804511278,266
3001: the final odyssey,345438205,arthur c. clarke,"one thousand years after the jupiter mission to explore the mysterious monolith had been destroyed, after dave bowman was transformed into the star child, frank poole drifted in space, frozen and forgotten, leaving the supercomputer hal inoperable. but now poole has returned to life, awakening in a world far different from the one he left behind--and just as the monolith may be stirring once again . . .",9780345438200.0,3.3654822335025383,197
with a tangled skein,345318854,piers anthony,"niobe takes on the duties of one of the three fates, clotho, spinner of the thread of life, in order to avenge her dead lover. she finds, however, that she has only begun a duel with a devil.",9780345318860.0,3.8421052631578947,247
day by day armageddon,1411608313,j.l. bourne,"an ongoing journal depicting one man's personal struggle for survival, dealing with the trials of an undead world unfolding around him. an unknown plague sweeps the planet. the dead rise to claim the earth as the new dominant species. trapped in the midst of a global tragedy, he must make decisions...choices that that ultimately mean life, or the eternal curse to walk as one of them.",9781411608310.0,3.829113924050633,158
sundiver,553269828,david brin,"no species has ever reached for the stars without the guidance of a patron--except perhaps mankind. did some mysterious race begin the uplift of humanity aeons ago? circling the sun, under the caverns of mercury, expedition sundiver prepares for the most momentous voyage in history--a journey into the boiling inferno of the sun.",9780553269830.0,3.6394849785407724,233
shaman's crossing,60758287,robin hobb,"nevare burvelle was destined from birth to be a soldier. the second son of a newly anointed nobleman, he must endure the rigors of military training at the elite king's cavalla academy--and survive the hatred, cruelty, and derision of his aristocratic classmates--before joining the king of gernia's brutal campaign of territorial expansion. the life chosen for him will be fraught with hardship, for he must ultimately face a forest-dwelling folk who will not submit easily to a king's tyranny. and they possess an ancient magic their would-be conquerors have long discounted--a powerful sorcery that threatens to claim nevare burvelle's soul and devastate his world once the dark evening brings the carnival to old thares.",9780060758290.0,3.3576923076923078,260
prince of the blood,553588117,raymond e. feist,"this author’s preferred edition of raymond e. feist’s bestselling coming-of-age saga celebrates the fifteenth anniversary of its publication. feist introduces a new generation of readers to his riveting novel of adventure and intrigue, revised and updated as he always meant it to be written. it is a work that explores strength and weakness, hope and fear, and what it means to be a man—in a kingdom where peace is the most precious commodity of all.if there were two more impetuous and carefree men in the kingdom of the isles, they had yet to be found. twins borric and erland wore that mantle proudly, much to the chagrin of their father, prince arutha of krondor. but their blissful youth has come to an end. their uncle, the king, has produced no male children. bypassing himself, arutha names borric, the eldest twin by seconds, the royal heir. as his brother, erland will have his own great responsibilities to shoulder. to drive home their future roles, arutha sends them as ambassadors to kesh, the most feared nation in the world. borric and erland will be presented to the queen of kesh—the single most powerful ruler in the known world—at her seventy-fifth jubilee anniversary. but they have not even left krondor when an assassination attempt on borric is thwarted. aware that he is being provoked into war, arutha does not rise to the bait. his sons’ journey will not be deterred, for nothing less than peace is riding on it. yet there is to be no peace for the young princes. when their traveling party is ambushed, borric disappears and is presumed dead—sending erland into spirals of rage and grief as he is forced to navigate alone the court intrigues at kesh. but unbeknownst to anyone, borric lives and has escaped his captors. in a strange land, with a price on his head, borric must use all his wits and stamina to find his way back to his brother. on separate paths, the two men—one a fugitive and one a future king—make their journey toward maturity, honor, and duty. for every step they take could sway the fragile peace of the land, as those who crave war rally against them—and become ever more daring.from the hardcover edition.",9780553588120.0,3.8053097345132745,226
the courts of chaos,9993911550,roger zelazny,"amber, the one real world of which all others – including our own earth – are but shadows...for untold millennia, the cosmic pattern sustained order in amber and all the known worlds. but now the forces of chaos have succeeded in disrupting the pattern, unleashing destructive forces beyond measure... forces meant to reshape the universe.to save amber, corwin, prince of the blood, champion of the perfect realm, must undertake the most perilous journey of his life. a journey that will take him through all the terrors of shadows to the enemy's last stonghold. a journey beyond the very edge of existence... to the courts of chaos.",9789993911560.0,4.055813953488372,215
the capture,439405572,kathryn lasky,"pushed from his family's nest by his older brother, barn owl soren is rescued from certain death on the forest floor by agents from a mysterious school for orphaned owls, st. aggie's. with a new friend, clever and scrappy gylfie, he uncovers a training camp for the leader's own nefarious goal.",9780439405580.0,3.6347305389221556,167
prince of fools,425268780,mark  lawrence,"the red queen is old but the kings of the broken empire dread her like no other. for all her reign, she has fought the long war, contested in secret, against the powers that stand behind nations, for higher stakes than land or gold. her greatest weapon is the silent sister—unseen by most and unspoken of by all.the red queen’s grandson, prince jalan kendeth—drinker, gambler, seducer of women—is one who can see the silent sister. tenth in line for the throne and content with his role as a minor royal, he pretends that the hideous crone is not there. but war is coming. witnesses claim an undead army is on the march, and the red queen has called on her family to defend the realm. jal thinks it’s all a rumor—nothing that will affect him—but he is wrong.after escaping a death trap set by the silent sister, jal finds his fate magically intertwined with a fierce norse warrior. as the two undertake a journey across the empire to undo the spell, encountering grave dangers, willing women, and an upstart prince named jorg ancrath along the way, jalan gradually catches a glimmer of the truth: he and the norseman are but pieces in a game, part of a series of moves in the long war—and the red queen controls the board.",9780425268780.0,3.983695652173913,184
elric of melniboné,441203981,michael moorcock,"it is the colour of a bleached skull, his flesh; and the long hair that flows below his shoulders is milk-white. from the tapering, beautiful head stare two slanting eyes, crimson and moody....he is elric, emperor of melnibone, cursed with a keen and cynical intelligence, schooled in the art of sorcery -- the hero of michael moorcock's remarkable epic of conflict and adventure at the dawn of human history...included is a dramatic introduction read by michael moorcock over 10 mins in length.",9780441203990.0,3.626315789473684,190
shelter,399256504,harlan coben,"when a woman's tortured body is discovered in an abandoned warehouse, gerri and ray can't help but think it might be a weird case. with jackson pierce stirring trouble against them, can they solve it without kinsey's help?welcome to the nightshade case, a novella series of twenty-one episodes. please note: this episodic series is based on the television show model, with screenwriting notations and shorter formats. there will be a complete mystery each week, with cliffhangers only occurring in the full season story line.",9780399256510.0,3.78,200
baudolino,156029065,"umberto eco, william weaver, r.c.s. libri","it is april 1204, and constantinople, the splendid capital of the byzantine empire, is being sacked and burned by the knights of the fourth crusade. amid the carnage and confusion, one baudolino saves a historian and high court official from certain death at the hands of the crusading warriors and proceeds to tell his own fantastical story.born a simple peasant in northern italy, baudolino has two major gifts-a talent for learning languages and a skill in telling lies. when still a boy he meets a foreign commander in the woods, charming him with his quick wit and lively mind. the commander-who proves to be emperor frederick barbarossa-adopts baudolino and sends him to the university in paris, where he makes a number of fearless, adventurous friends.spurred on by myths and their own reveries, this merry band sets out in search of prester john, a legendary priest-king said to rule over a vast kingdom in the east-a phantasmagorical land of strange creatures with eyes on their shoulders and mouths on their stomachs, of eunuchs, unicorns, and lovely maidens. with dazzling digressions, outrageous tricks, extraordinary feeling, and vicarious reflections on our postmodern age, this is eco the storyteller at his brilliant best.",9780156029060.0,3.642857142857143,196
dark magic,505523892,christine feehan,"an alternate cover edition can be found herethey were masters of the darkness, searching through eternity for a mistress of the light...would she find magic—or madness in his dark embrace?young savannah dubrinsky is a mistress of illusion, a world-famous magician capable of mesmerizing millions. but there is one—gregori, the dark one—who holds her in terrifying thrall. whose cold silver eyes and heated sensuality send shivers of danger, of desire, down her slender spine.with a dark magic all his own, gregori—the implacable hunter, the legendary healer, the most powerful of carpathian males—whispers in savannah's mind that he is her destiny. that she was born to save his immortal soul. and now, here in new orleans, the hour has finally come to claim her. to make her completely his. in a ritual as old as time . . . and as inescapable as eternity.",9780505523890.0,4.030487804878049,164
zodiac,425098087,robert graysmith,"sangamon taylor's a new age sam spade who sports a wet suit instead of a trench coat and prefers jolt from the can to scotch on the rocks. he knows about chemical sludge the way he knows about evil -- all too intimately. and the toxic trail he follows leads to some high and foul places. before long taylor's house is bombed, his every move followed, he's adopted by reservation indians, moves onto the fbi's most wanted list, makes up with his girlfriend, and plays a starring role in the near-assassination of a presidential candidate. closing the case with the aid of his burnout roomate, his tofu-eating comrades, three major networks, and a range of unconventional weaponry, sangamon taylor pulls off the most startling caper in boston harbor since the tea party. as he navigates this ecological thriller with hardboiled wit and the biggest outboard motor he can get his hands on, taylor reveals himself as one of the last of the white-hatted good guys in a very toxic world.",9780425098080.0,3.685792349726776,732
look to windward,743421922,iain m. banks,"the twin novae battle had been one of the last of the idiran war, one of the most horrific. desperate to avert defeat, the idirans had induced not one but two suns to explode, snuffing out worlds & biospheres teeming with sentient life. they were attacks of incredible proportion - gigadeathcrimes. but the war ended and life went on. now, 800 years later, light from the 1st explosion is about to reach the masaq' orbital, home to the culture's most adventurous & decadent souls. there it will fall upon masaq's 50 billion inhabitants, gathered to commemorate the deaths of the innocent & to reflect, if only for a moment, on what some call the culture's own complicity in the terrible event.also journeying to masaq' is major quilan, an emissary from the war-ravaged world of chel. in the aftermath of the conflict that split his world apart, most believe he has come to masaq' to bring home chel's most brilliant star & self-exiled dissident, the honored composer ziller. ziller claims he will do anything to avoid a meeting with quilan, who he suspects has come to murder him. but the major's true assignment will have far greater consequences than the death of a mere political dissident, as part of a conspiracy more ambitious than even he can know--a mission his superiors have buried so deeply in his mind that even he can't remember it. hailed by sfx magazine as ""an excellent hopping-on point if you've never read a banks sf novel before,"" look to windward is an awe-inspiring immersion into the wildly original, vividly realized civilization banks calls the culture.",9780743421930.0,4.174863387978142,183
storm born,1420100963,richelle mead,"just typical. no love life to speak of for months, then all at once, every horny creature in the otherworld wants to get in your pants...eugenie markham is a powerful shaman who does a brisk trade banishing spirits and fey who cross into the mortal world. mercenary, yes, but a girl's got to eat. her most recent case, however, is enough to ruin her appetite. hired to find a teenager who has been taken to the otherworld, eugenie comes face to face with a startling prophecy—one that uncovers dark secrets about her past and claims that eugenie's first-born will threaten the future of the world as she knows it.now eugenie is a hot target for every ambitious demon and otherworldy ne'er-do-well, and the ones who don't want to knock her up want her dead. eugenie handles a glock as smoothly as she wields a wand, but she needs some formidable allies for a job like this. she finds them in dorian, a seductive fairy king with a taste for bondage, and kiyo, a gorgeous shape-shifter who redefines animal attraction. but with enemies growing bolder and time running out, eugenie realizes that the greatest danger is yet to come, and it lies in the dark powers that are stirring to life within her...",9781420100970.0,3.935222672064777,247
peeps,1595140838,scott westerfeld,"last year as college freshman, narrator cal was infected by exotic goth morgan with a parasite that caused following girlfriends to become vampire-like ghouls he calls parasite-positives ""peeps"". a carrier without symptoms, he hunts his progeny for the centuries old bureaucratic night watch. but victims are showing more sanity, pretty human lacey is pushing his buttons, and her apartment building basement houses fierce hordes of ravening rats, red-eyed cats, and monstrous worms that threaten all. morgan has the secret to a centuries-old conspiracy and upcoming battle to save the human race.",9781595140840.0,3.6431372549019607,255
the hedge knight,097640110X,"ben avery, mike s. miller, george r.r. martin","a novella originally published august 25, 1998 in the legends anthology, edited by robert silverberg. set in the world of the song of ice and fire series eighty-nine years before the events of the main cycle, the story relates the adventures of dunk (eponymously called ser duncan the tall) and his squire, egg.",9780976401100.0,4.032258064516129,372
the river,044022750X,gary paulsen,"""we want you to do it again.""these words, spoken to brian robeson, will change his life. two years earlier, brian was stranded alone in the wilderness for fifty-four days with nothing but a small hatchet. yet he survived. now the government wants him to do it again to go back into the wilderness so that astronauts and the military can learn the survival techniques that kept brian alive.this time he won't be alone: derek holtzer, a government psychologist, will accompany him to observe and take notes. but during a freak storm, derek is hit by lightning and falls into a coma. their radio transmitter is dead. brian is afraid that derek will die of dehydration unless he can get him to a doctor. his only hope is to build a raft and try to transport derek a hundred miles down the river to a trading post if the map he has is accurate.",9780440227500.0,3.506172839506173,162
wildwood dancing,375833641,juliet marillier,"high in the transylvanian woods, at the castle piscul draculi, live five daughters and their doting father. it's an idyllic life for jena, the second eldest, who spends her time exploring the mysterious forest with her constant companion, a most unusual frog. but best by far is the castle's hidden portal, known only to the sisters. every full moon, they alone can pass through it into the enchanted world of the other kingdom. there they dance through the night with the fey creatures of this magical realm. but their peace is shattered when father falls ill and must go to the southern parts to recover, for that is when cousin cezar arrives. though he's there to help the girls survive the brutal winter, jena suspects he has darker motives in store. meanwhile, jena's sister has fallen in love with a dangerous creature of the other kingdom--an impossible union it's up to jena to stop.when cezar's grip of power begins to tighten, at stake is everything jena loves: her home, her family, and the other kingdom she has come to cherish. to save her world, jena will be tested in ways she can't imagine--tests of trust, strength, and true love.",9780375833650.0,4.077720207253886,193
raven rise,1416914188,d.j. machale,"the moment of truth...this is where it begins. the showdown for halla. at stake is nothing less than all that ever was and all that will be.there's only one thing missing - bobby pendragon.while bobby remains trapped on ibara, the battle moves to his home territory: second earth. mark dimond and courtney chetwynde are left on their own to defend second earth against the forces of saint dane. they must face off against a charismatic cult leader who has risen to power by revealing a shattering truth to the people of earth: they are not alone.the convergence has broken down the walls. the territories are on a collision course. the final phase of saint dane's quest to rule halla is under way.and bobby pendragon is nowhere to be found.",9781416914180.0,4.15,200
accelerando,441014151,charles stross,"the singularity. it is the era of the posthuman. artificial intelligences have surpassed the limits of human intellect. biotechnological beings have rendered people all but extinct. molecular nanotechnology runs rampant, replicating and reprogramming at will. contact with extraterrestrial life grows more imminent with each new day.struggling to survive and thrive in this accelerated world are three generations of the macx clan: manfred, an entrepreneur dealing in intelligence amplification technology whose mind is divided between his physical environment and the internet; his daughter, amber, on the run from her domineering mother, seeking her fortune in the outer system as an indentured astronaut; and sirhan, amber's son, who finds his destiny linked to the fate of all of humanity.for something is systemically dismantling the nine planets of the solar system. something beyond human comprehension. something that has no use for biological life in any form.",9780441014160.0,3.6363636363636362,176
the undead pool,61957933,kim harrison,"witch and day-walking demon rachel morgan has managed to save the demonic ever after from shrinking, but at a high cost. now strange magic is attacking cincinnati and the hollows, causing spells to backfire or go horribly wrong, and the truce between the races, between inderlander and human, is shattering. rachel must stop the occurrences before the undead vampire masters who keep the rest of the undead under control are lost and it becomes all-out supernatural war. however, the only way to do so is through the ancient elven wild magic, which carries its own perils.",9780061957930.0,4.36986301369863,219
on the edge,441017800,ilona andrews,"rose drayton lives on the edge, between the world of the broken (where people drive cars, shop at wal-mart, and magic is a fairy tale) and the weird (where blueblood aristocrats rule, changelings roam, and the strength of your magic can change your destiny). only edgers like rose can easily travel from one world to the next, but they never truly belong in either.rose thought if she practiced her magic, she could build a better life for herself. but things didn’t turn out how she planned, and now she works a minimum wage, off the books job in the broken just to survive. then declan camarine, a blueblood noble straight out of the deepest part of the weird, comes into her life, determined to have her (and her power).but when a terrible danger invades the edge from the weird, a flood of creatures hungry for magic, declan and rose must work together to destroy them—or they’ll devour the edge and everyone in it.",9780441017800.0,4.008810572687224,227
the human division,765333511,john scalzi,"following the events of the last colony, john scalzi tells the story of the fight to maintain the unity of the human race.the people of earth now know that the human colonial union has kept them ignorant of the dangerous universe around them. for generations the cu had defended humanity against hostile aliens, deliberately keeping earth an ignorant backwater and a source of military recruits. now the cu’s secrets are known to all. other alien races have come on the scene and formed a new alliance—an alliance against the colonial union. and they’ve invited the people of earth to join them. for a shaken and betrayed earth, the choice isn't obvious or easy.against such possibilities, managing the survival of the colonial union won’t be easy, either. it will take diplomatic finesse, political cunning…and a brilliant “b team,” centered on the resourceful lieutenant harry wilson, that can be deployed to deal with the unpredictable and unexpected things the universe throws at you when you’re struggling to preserve the unity of the human race.being published online from january to april 2013 as a three-month digital serial, the human division will appear as a full-length novel of the old man’s war universe, plus—for the first time in print—the first tale of lieutenant harry wilson, and a coda that wasn’t part of the digital serialization.",9780765333510.0,3.9946524064171123,187
city of dragons,61561630,robin hobb,"once, dragons ruled the rain wilds, tended by privileged human servants known as elderlings. but a series of cataclysmic eruptions nearly drove these magnificent creatures to extinction. born weak and deformed, the last of their kind had one hope for survival: to return to their ancient city of kelsingra. accompanied by a disparate crew of untested young keepers, the dragons embarked on a harsh journey into the unknown along the toxic rain wild river. battling starvation, a hostile climate, and treacherous enemies, dragons and humans began to forge magical connections, bonds that have wrought astonishing transformations for them all. and though kelsingra is finally near, their odyssey has only begun.because of the swollen waters of the rain wild river, the lost city can be reached only by flight—a test of endurance and skill beyond the stunted dragons’ strength. venturing across the swift-running river in tiny boats, the dragon scholar alise and a handful of keepers discover a world far different from anything they have ever known or imagined. immense, ornate structures of black stone veined with silver and lifelike stone statues line the silent, eerily empty streets. yet what are the whispers they hear, the shadows of voices and bursts of light that flutter and are gone? and why do they feel as if eyes are watching them?the dragons must plumb the depths of their ancestral memories to help them take flight and unlock the secrets buried in kelsingra. but enemies driven by greed and dark desires are approaching. time is running out, not only for the dragons but for their human keepers as well.",9780061561630.0,3.844106463878327,263
under the skin,1841954802,michel faber,"isserley picks up hitchhikers with big muscles. she, herself, is tiny-like a kid peering up over the steering wheel. she has a remarkable face and wears the thickest corrective lenses anyone has ever seen. her posture is suggestive of some spinal problem. her breasts are perfect; perhaps implants. she is strangely erotic yet somehow grotesque, vulnerable yet threatening. her hitchhikers are a mixed bunch of men-trailer trash and travelling postgrads, thugs and philosophers. but isserley is only interested in whether they have families and whether they have muscles. then, it's only a question of how long she can endure her pain--physical and spiritual--and their conversation. michel faber's work has been described as a combination of roald dahl and franz kafka, as somerset maugham shacking up with ian mcewan. at once humane and horrifying, under the skin takes us on a heart-thumping ride through dangerous territory-our own moral instincts and the boundaries of compassion.",9781841954810.0,3.770186335403727,161
magic's pawn,886773520,mercedes lackey,"mage-craft—though vanyel has been born with near-legendary abilities to work both herald and mage magic, he wants no part of such things. nor does he seek a warrior's path, wishing instead to become a bard. yet such talent as his if left untrained may prove a menace not only to vanyel but to others as well. so he is sent to be fostered with his aunt, savil, one of the famed herald-mages of valdemar.but, strong-willed and self-centered, vanyel is a challenge which even savil can not master alone. for soon he will become the focus of frightening forces, lending his raw magic to a spell that unleashes terrifying wyr-hunters on the land. and by the time savil seeks the assistance of a shin'a'in adept, vanyel's wild talent may have already grown beyond anyone's ability to contain, placing vanyel, savil, and valdemar itself in desperate peril...",9780886773530.0,4.027322404371585,183
the shadow of the torturer,671540661,gene wolfe,"the shadow of the torturer is the first volume in the four-volume series, the book of the new sun. it is the tale of young severian, an apprentice in the guild of torturers on the world called urth, exiled for committing the ultimate sin of his profession - showing mercy toward his victim - and follows his subsequent journey out of his home city of nessus.",9780671540660.0,3.7051282051282053,234
running out of time,439632501,margaret peterson haddix,"jessie lives with her family in the frontier village of clifton, indiana. when diphtheria strikes the village and the children of clifton start dying, jessie's mother sends her on a dangerous mission to bring back help. but beyond the walls of clifton, jessie discovers a world even more alien and threatening than she could have imagined, and soon she finds her own life in jeopardy. can she get help before the children of clifton, and jessie herself, run out of time?",9780439632510.0,3.891891891891892,222
carrion comfort,446359203,dan simmons,"the past... caught behind the lines of hitler’s final solution, saul laski is one of the multitudes destined to die in the notorious chelmno extermination camp. until he rises to meet his fate and finds himself face to face with an evil far older, and far greater, than the nazi’s themselves...the present... compelled by the encounter to survive at all costs, so begins a journey that for saul will span decades and cross continents, plunging into the darkest corners of 20th century history to reveal a secret society of beings who may often exist behind the world's most horrible and violent events. killing from a distance, and by darkly manipulative proxy, they are people with the psychic ability to 'use' humans: read their minds, subjugate them to their wills, experience through their senses, feed off their emotions, force them to acts of unspeakable aggression. each year, three of the most powerful of this hidden order meet to discuss their ongoing campaign of induced bloodshed and deliberate destruction. but this reunion, something will go terribly wrong. saul’s quest is about to reach its elusive object, drawing hunter and hunted alike into a struggle that will plumb the depths of mankind’s attraction to violence, and determine the future of the world itself...",9780446359210.0,3.7709497206703912,179
wielding a red sword,345322215,piers anthony,"mym falls in love with orb, then princess rapture in honeymoon castle, but father wants to force another marriage. in berserker rage, he takes office of war. he tries to ease suffering caused by human conflicts, when demoness lila says pretty princess ligeia is trapped by satan, he has to organize a rebellion in hell to set everyone free. author note 24-pg bio 1-pg.",9780345322210.0,3.7319148936170214,235
rosemary and rue,756405718,seanan mcguire,"october ""toby"" daye, a changeling who is half human and half fae, has been an outsider from birth. after getting burned by both sides of her heritage, toby has denied the faerie world, retreating to a ""normal"" life. unfortunately for her, the faerie world has other ideas...  the murder of countess evening winterrose pulls toby back into the fae world. unable to resist evening's dying curse, which binds her to investigate, toby must resume her former position as knight errant and renew old alliances. as she steps back into fae society, dealing with a cast of characters not entirely good or evil, she realizes that more than her own life will be forfeited if she cannot find evening's killer.",9780756405720.0,3.763819095477387,199
another fine myth,441013465,robert lynn asprin,"skeeve was a magician's apprentice--until an assassin struck and his master was killed. now, with a purple-tongued demon named aahz as a companion, he's on a quest to get even.",9780441013460.0,4.00990099009901,202
methuselah's children,671655973,robert a. heinlein,"after the fall of the american ayatollahs as foretold in stranger in a strange land and chronicled in revolt in 2100, the united states of america at last fulfills the promise inherent in its first revolution: for the first time in human history there is a nation with liberty and justice for all.no one may seize or harm the person or property of another, or invade his privacy, or force him to do his bidding. americans are fiercely proud of their re-won liberties and the blood it cost them: nothing could make them forswear those truths they hold self-evident. nothing except the promise of immortality...",9780671655980.0,3.896551724137931,203
the damnation game,425188930,clive barker,"there are things worse than death. there are games so seductively evil, so wondrously vile, no gambler can resist. amid the shadow-scarred rubble of world war ii, joseph whitehead dared to challenge the dark champion of life’s ultimate game. now a millionaire, locked in a terror-shrouded fortress of his own design, joseph whitehead has hell to pay. and no soul is safe from this ravaging fear, the resurrected fury, the unspeakable desire of the damnation game.",9780425188930.0,3.706161137440758,211
